5.14; capítulo
6.04; 3
6.86; monte
7.40; grande
8.62; breve
9.22; historia
11.91; los
12.67; orígenes
13.23; históricos
13.83; de
14.01; la
14.17; llamada
14.57; región
15.01; del
15.33; monte
15.65; grande
16.11; del
16.47; sur
16.85; se
17.35; pierden
17.85; en
18.07; lo
18.19; más
18.47; remoto
18.91; del
19.09; tiempo
20.91; se
21.33; puede
21.55; afirmar
22.17; que
22.31; el
22.49; plo
23.36; capítulo
27.19; 3
27.99; monte
28.51; grande
29.33; breve
29.99; historia
32.02; los
32.74; orígenes
33.46; históricos
34.14; de
34.30; la
34.46; llamada
34.82; región
35.18; del
35.44; monte
35.76; grande
36.24; del
36.62; sur
37.08; se
37.44; pierden
37.96; en
38.20; lo
38.38; más
38.80; remoto
39.20; del
39.46; tiempo
40.08; se
40.90; puede
41.20; afirmar
42.00; que
42.26; el
42.56; poblamiento
43.30; de
43.62; esta
43.80; región
44.40; se
44.74; da
44.86; entre
45.14; los
45.34; años
45.78; 1588
47.44; y
47.88; 1636
49.44; cuando
50.28; se
50.78; conceden
51.28; las
51.58; 13
51.88; mercedes
52.38; reales
53.10; que
53.26; se
53.46; ubican
53.80; en
53.94; la
54.10; orilla
54.70; sur
55.12; del
55.50; río
55.76; de
55.90; la
56.02; matanza
56.82; tras
57.44; la
57.88; desaparición
58.36; de
58.50; los
58.78; aborígeres
60.73; su
61.09; presencia
61.89; ya
62.23; había
62.71; señalado
63.55; el
63.87; cronista
64.29; de
64.43; la
64.59; expedición
65.09; del
65.35; primer
65.69; adelantado
66.33; al
66.49; río
66.69; de
66.83; la
66.99; plata
67.27; que
67.87; bien
68.03; sabemos
68.63; fue
69.11; don
69.45; pedro
69.77; de
69.93; mendoza
70.69; quien
71.07; levantó
71.53; el
71.75; asiento
72.17; que
72.43; nomino
72.79; puerto
73.61; de
73.87; nuestra
74.11; señora
74.49; de
74.69; santa
74.97; maría
75.29; de
75.53; buenos
75.81; aires
76.27; en
76.73; 1536
80.20; este
80.96; cronista
81.64; o
81.92; rico
82.12; schmidle
83.00; señaló
83.40; con
83.64; claridad
84.14; en
84.32; sus
84.50; apuntes
85.40; que
85.92; hemos
86.32; encontrado
86.94; en
87.14; esta
87.32; tierra
87.72; un
88.08; lugar
88.42; de
88.74; indios
89.20; los
89.48; cuales
89.76; se
90.04; han
90.22; llamado
90.54; que
90.74; eran
90.90; diz
92.36; cuando
93.32; en
93.66; 1580
94.76; don
95.06; juan
95.26; de
95.40; garay
95.70; funda
96.16; regalmente
96.72; la
96.88; ciudad
97.20; de
97.38; la
97.50; trinidad
97.94; y
98.16; puerto
98.52; de
98.72; santa
98.98; maría
99.28; de
99.52; buenos
99.82; aires
100.32; los
100.92; aborígenes
101.82; recostados
102.42; sobre
102.66; el
102.86; riachuelo
103.80; a
104.04; cuatro
104.30; le
108.98; a
109.86; cuatro
110.34; leguas
111.56; de
112.02; la
112.56; nueva
112.90; fundación
113.98; presentaron
114.86; cierta
115.40; resistencia
115.96; al
116.14; sometimiento
116.84; y
117.18; dificultaron
117.70; la
117.92; distribución
118.40; de
118.66; tierras
119.40; entre
119.86; los
120.28; conquistadores
121.08; hispanos
126.10; surge
126.60; por
127.02; este
127.24; tiempo
127.80; la
128.22; figura
128.50; de
128.70; nuestro
128.92; primer
129.32; casica
129.86; indígena
130.58; teloméan
131.26; con
131.44; 10
131.66; y
132.38; la
132.54; de
132.70; su
132.78; valiente
133.22; hijo
133.46; diego
134.18; quien
134.54; profirió
134.98; el
135.20; primer
135.40; grito
135.68; de
135.88; libertad
136.32; que
136.54; retumbó
137.06; con
137.44; intensidad
138.22; en
138.50; nuestra
138.84; región
140.52; el
141.46; sargento
141.90; mayor
142.20; juan
142.62; ruiz
142.86; de
143.00; ocaña
143.70; enfrenta
144.28; finalmente
144.80; a
144.96; los
145.24; naturales
145.90; que
146.04; se
146.22; oponían
146.74; a
147.00; toda
147.16; injerencia
147.74; extraña
148.48; y
148.86; tras
149.14; cruda
149.46; guerra
149.98; sobre
150.44; el
150.76; mismo
151.02; causa
151.30; del
151.56; riachuelo
152.18; los
152.50; aniquila
153.44; motivo
153.90; por
154.14; el
154.36; cual
154.60; de
154.92; aquí
155.10; en
155.34; más
155.62; el
156.46; manso
157.28; río
158.99; el
159.33; manso
159.91; río
160.57; comienza
161.07; a
161.27; ser
161.41; llamado
161.89; río
162.57; de
162.73; la
162.89; matanza
165.17; los
166.01; aborígenes
166.61; derrotados
167.37; abandonan
168.07; nuestra
168.33; región
168.79; y
169.13; quedan
169.53; desocupadas
170.35; las
170.67; tierras
171.01; para
171.23; el
171.43; reparto
172.39; distribuyéndose
173.35; las
173.57; mismas
174.03; entre
174.25; los
174.49; primeros
174.79; pobladores
175.35; de
175.63; buenos
175.93; aires
177.57; cuando
178.15; mencionábamos
179.19; en
179.49; breve
179.71; síntesis
180.53; la
180.87; historia
181.29; de
181.51; la
186.65; 1595
187.41; el
187.99; escribano
188.39; y
188.47; procurador
189.01; del
189.21; cabildo
189.67; don
189.95; mateo
190.35; sanchez
190.95; nuestro
191.43; primer
191.87; e
192.19; ilustre
192.51; vecino
194.28; lindera
194.82; con
195.06; esta
195.24; merced
195.70; real
196.10; sin
196.62; ubicación
197.42; de
197.68; fechas
198.00; precisas
198.88; se
199.08; otorgaron
199.64; cuatro
200.02; nuevas
200.36; mercedes
200.76; reales
201.48; a
201.70; juan
201.96; rodríguez
202.50; quintero
203.30; 3
203.58;.000
203.76; baras
204.00; de
204.20; frente
204.38; por
204.72; 9
205.04;.000
205.18; baras
205.46; de
205.64; fondo
206.12; a
206.72; pedro
207.00; de
207.24; rocha
207.78; de
208.16; iguales
208.52; dimensiones
209.34; a
209.66; francisco
210.04; garcía
210.46; de
210.68; villa
210.90; mayor
211.36; y
211.86; finalmente
212.40; a
212.72; pedro
212.96; luis
213.50; quien
213.90; según
214.34; el
214.66; historiador
215.06; frederico
215.58; fernández
216.14; larraín
216.94; oficiaba
217.64; de
218.00; carcelero
218.72; de
219.06; personas
219.28; de
219.58; importancia
222.82; las
223.24; suertes
223.68; de
223.92; instancias
224.40; otorgadas
225.00; al
225.18; mencionado
225.66; escribano
226.12; mateo
226.62; sanchez
227.20; a
227.56; pedro
227.82; de
228.08; rocha
228.58; y
228.94; las
229.24; cabezadas
229.96; que
230.22; recibió
230.48; el
230.62; capitán
231.06; pedro
231.38; gutiérrez
231.98; de
232.24; manos
232.40; del
232.60; gobernador
233.10; de
233.32; buenos
233.56; aires
234.14; don
234.50; francisco
234.98; de
235.20; céspedes
236.04; el
236.26; 9
236.52; de
236.76; noviembre
237.32; de
237.60; 1630
242.32; terminan
243.04; conformando
243.62; la
243.82; región
244.14; del
244.38; monte
244.72; grande
245.20; nombre
245.78; que
246.00; nos
246.28; honra
246.68; por
247.06; haber
247.42; superado
247.90; ya
248.20; los
248.50; 360
249.40; años
250.26; largos
252.10; de
252.42; aquí
252.66; en
252.82; más
253.06; y
253.34; con
253.46; el
253.62; transcurrir
254.04; del
254.28; tiempo
254.92; los
255.26; campos
255.76; distribuidos
256.40; se
256.62; fueron
256.86; heredando
257.74; vendiendo
258.72; pasando
259.24; de
259.50; mano
259.66; en
259.86; mano
260.20; y
260.50; en
260.58; poder
260.84; de
261.08; nuevos
261.32; propietarios
262.22; surgiendo
262.98; el
263.24; término
265.88; surgir
266.68; surgiendo
267.30; el
267.46; término
268.04; de
268.24; todo
268.42; esto
268.86; de
269.26; tantas
269.66; transacciones
270.58; una
271.08; estancia
271.64; famosa
272.22; llamada
273.02; santa
273.42; catalina
275.66; tres
276.34; estancia
276.82; famosas
277.60; llamadas
278.26; santa
278.64; catalina
279.16; monte
279.52; grande
279.92; y
280.18; la
280.38; laguna
282.43; inmensas
283.59; prácticamente
284.31; despobladas
285.11; e
285.39; incultas
286.21; llegaron
286.81; al
287.09; siglo
287.31; 19
288.15; en
288.77; 1825
289.93; fueron
290.55; adquiridas
291.19; por
291.41; los
291.61; hermanos
291.95; juan
292.25; y
292.43; guillermo
292.87; paris
293.31; robertson
294.11; para
294.37; establecer
294.83; en
295.05; ellas
295.31; a
295.67; los
295.85; primeros
296.33; inmigrantes
296.85; que
297.07; llegan
297.27; y
297.57; recibe
297.81; el
297.97; río
298.15; de
298.29; la
298.49; plata
299.42; son
300.52; 220
301.16; personas
301.74; procedentes
302.24; de
302.64; escocia
303.88; que
304.48; ama
305.22; que
306.56; arriban
306.84; a
306.98; buenos
307.26; aires
307.64; el
307.98; 11
308.18; de
308.38; agosto
308.62; del
308.86; año
309.18; arriba
309.56; señalado
310.32; para
310.66; desarrollar
311.44; tareas
311.86; granjeras
313.50; todo
313.88; esto
314.18; configura
314.96; una
315.34; aventura
315.82; que
316.04; es
316.32; imposible
316.84; comentarla
317.48; en
317.66; su
317.78; amplitud
318.42; en
318.84; breve
319.00; detalle
319.84; solo
320.26; digamos
320.58; que
321.00; por
321.52; numerosas
322.06; circunstancias
322.78; adversas
323.82; esta
324.18; experiencia
324.90; terminó
325.44; en
325.62; un
325.82; lamentable
326.32; y
326.46; rotundo
326.80; fracaso
329.11; los
329.47; hermanos
329.85; paris
330.43; robertson
331.43; responsables
332.39; de
332.67; estos
332.93; y
335.72; los
336.06; hermanos
336.62; paris
337.00; robertson
338.81; los
339.29; hermanos
339.89; paris
340.39; robertson
341.47; responsables
342.29; de
342.53; esta
342.65; inmigración
343.19; que
343.45; tanto
343.71; entusiasmo
344.33; causó
344.75; a
344.93; bernardino
345.45; ribadavia
346.29; terminaron
347.05; en
347.29; la
347.47; ruina
347.99; cuando
348.27; se
348.53; disgregó
349.03; definitivamente
349.81; la
350.07; colonia
350.51; escocesa
351.03; de
351.21; monte
351.43; grande
351.81; viéndose
352.61; obligados
353.17; a
353.41; la
353.55; venta
353.91; de
