0.27; capítulo
1.15; cuatro
2.46; luis
3.02; guillon
5.47; uno
5.97; de
6.09; los
6.39; personajes
6.87; realmente
7.67; sobresalientes
8.55; que
8.79; tuvo
8.99; en
9.15; sus
9.31; comienzos
10.19; el
11.29; modesto
11.71; pueblo
12.11; de
12.41; monte
12.67; grande
13.07; fue
13.71; sin
13.95; lugar
14.23; a
14.39; dudas
14.73; el
14.93; señor
15.25; luis
15.65; guillon
16.09; su
16.91; infatidable
17.69; bregar
18.13; en
18.35; pos
18.43; del
18.75; progreso
19.13; de
19.33; nuestra
19.53; región
20.05; no
20.55; sólo
20.69; es
20.83; digno
21.27; de
21.55; destacar
22.33; sino
22.61; que
23.03; merece
23.31; el
23.57; reconocimiento
24.19; de
24.37; las
24.57; generaciones
25.23; que
25.67; lo
25.89; sucedieron
26.73; pues
27.45; le
27.75; cupo
28.05; en
28.25; gran
28.43; parte
28.69; la
28.95; a
30.21; un
30.21; grupo
30.99; de
31.35; destacados
32.09; precursores
32.91; a
33.37; gestionar
33.93; la
34.21; autonomía
34.75; comunal
36.08; dol
36.58; luis
36.90; guillon
37.40; nació
37.84; en
38.08; francia
38.38; el
38.52; 19
38.92; de
39.14; mayo
39.32; de
39.52; 1851
41.02; arribó
42.36; a
42.50; nuestras
42.84; playas
43.38; siendo
43.74; muy
44.04; joven
44.66; cuando
45.08; tan
45.34; sólo
45.52; contaba
45.94; con
46.22; 17
46.68; años
47.06; de
47.26; edad
47.72; a
47.92; fines
48.08; de
48.32; 1868
49.82; año
50.60; que
50.86; bien
51.04; se
51.30; recuerda
51.70; por
52.00; la
52.20; asunción
52.60; de
52.80; sarmiento
53.26; a
53.40; la
53.56; presidencia
54.12; de
54.32; la
54.46; nación
55.36; en
55.78; un
55.96; principio
56.36; se
56.58; inició
56.84; en
56.94; las
56.94; tareas
57.36; comerciales
58.44; se
58.70; relacionó
59.30; con
59.52; la
59.68; compra
59.96; y
60.12; venta
60.44; de
60.62; frutos
60.84; del
61.02; país
61.58; adquiriendo
62.56; rápidamente
63.42; una
63.84; notable
64.20; experiencia
64.88; merced
65.30; a
65.54; su
65.62; capacidad
66.30; a
66.72; sus
66.88; iniciativas
67.62; y
68.22; a
68.38; su
68.80; inteligencia
70.14; estos
70.46; factores
70.82; favorables
71.36; le
71.68; permitieron
72.02; convertirse
72.56; en
72.70; poco
72.88; tiempo
73.16; en
73.32; un
73.48; destacado
73.96; comprador
74.42; de
74.62; lanas
75.26; mérito
75.68; que
75.88; lo
76.04; otorgó
76.34; fama
76.66; en
76.80; el
76.92; sur
77.06; de
77.24; la
77.38; provincia
77.74; de
77.90; buenos
78.18; aires
78.62; por
79.00; su
79.46; responsabilidad
80.26; y
80.46; también
80.82; por
81.06; sus
81.28; contactos
81.72; comerciales
82.52; con
82.70; varias
82.98; fábricas
83.52; importantes
84.02; de
84.22; tejidos
84.94; las
85.32; cuales
85.60; le
86.14; recomendaron
86.84; el
87.06; acopio
87.48; de
87.64; este
87.82; excelente
88.34; y
88.48; útil
88.98; fibra
89.44; textil
90.88; en
92.14; 1873
92.82; según
93.46; lo
93.74; hemos
94.04; constatado
95.04; repobló
95.82; el
96.06; establecimiento
96.82; san
97.16; antonio
97.86; de
98.32; arruda
99.00; situado
99.50; en
99.64; el
99.78; partido
100.02; de
100.24; tandil
100.64; en
100.86; los
100.98; famosos
101.34; campos
101.78; que
102.14; habían
102.32; sido
102.62; propiedad
103.14; de
103.30; don
103.60; honorio
104.04; gomez
104.48; y
104.78; que
104.96; fueron
105.28; teatro
105.76; de
105.96; batallas
106.28; en
106.50; la
106.74; campaña
107.08; del
107.30; coronel
107.74; machado
108.70; un
109.28; año
109.40; después
110.28; y
110.68; a
110.96; seis
111.20; de
111.36; su
111.58; desembarco
112.16; en
112.28; buenos
112.58; aires
113.12; viajó
113.80; a
113.94; su
114.06; patria
114.80; en
115.10; procura
115.38; de
115.56; nuevos
115.82; y
116.06; fructíferos
116.74; negocios
117.58; relacionándose
118.42; en
118.70; esa
118.84; ocasión
119.28; con
119.50; las
119.68; grandes
120.02; fábricas
120.48; de
120.66; tejidos
121.06; francesas
122.08; las
122.32; cuales
122.78; aceptaron
123.52; su
123.90; mediación
124.54; de
124.88; experto
125.60; almacenando
126.56; a
126.86; su
127.44; regreso
128.20; lana
128.62; en
128.96; grandes
129.22; partidas
129.68; para
129.96; abastecer
130.38; a
130.50; las
130.62; mismas
131.22; convirtiéndose
132.02; don
132.38; luis
132.66; guillon
133.18; luego
133.68; de
133.84; esta
134.54; instancia
135.16; en
135.58; un
135.96; responsable
136.62; y
136.90; prestigioso
137.46; exportador
138.50; asunto
139.12; que
139.36; le
139.60; produjo
139.96; notables
140.50; beneficios
141.54; económicos
142.68; hizo
143.30; durante
143.76; su
144.00; vida
144.20; otros
144.46; viajes
144.78; a
145.00; francia
145.52; recordándose
146.32; la
146.56; entrega
146.92; personal
147.34; que
147.64; efectuó
148.20; en
148.40; su
148.52; país
148.76; de
148.96; origen
149.56; de
149.92; 600
150.26; mil
150.62; francos
151.22; donados
151.80; a
152.00; favor
152.18; de
152.36; los
152.52; ciegos
152.76; de
152.92; la
153.06; guerra
153.66; motivo
154.06; por
154.26; el
154.46; cual
154.80; fue
155.18; objeto
155.60; de
155.86; múltiples
156.28; homenajes
157.16; y
157.62; recibido
157.92; como
158.18; huésped
158.58; oficial
159.06; del
159.24; gobierno
159.66; francés
160.86; posteriormente
161.66; y
161.88; con
162.08; evidente
162.58; entusiasmo
163.08; se
163.30; dedicó
163.80; a
163.92; la
164.14; cría
164.32; de
164.48; lanares
164.96; merino
165.76; y
166.04; rambouillet
166.98; ocupando
167.70; en
167.98; diversas
168.44; exposiciones
169.28; ganaderas
170.18; la
170.52; tarea
170.74; de
170.94; jurado
171.58; para
171.86; la
172.08; cual
172.36; estaba
172.72; muy
173.16; capacitado
174.51; la
174.99; llegada
175.31; a
175.47; buenos
175.73; aires
176.01; el
176.21; día
176.35; de
176.51; navidad
176.83; de
177.03; 1876
178.53; del
178.81; barco
179.13; frigorífico
180.19; le
180.39; frigorific
181.15; ofrece
182.11; nuevas
182.49; perspectivas
183.25; a
183.47; los
183.69; industriosos
184.31; y
184.61; capacitados
185.47; del
185.79; nivel
186.11; de
186.41; nuestro
186.61; personaje
187.19; quien
187.95; se
188.29; inicia
188.55; en
188.67; la
188.85; exportación
189.35; de
189.61; carneros
190.03; congelados
190.67; gracias
191.17; a
191.35; las
191.43; ventajas
191.87; que
192.13; produce
192.37; el
192.69; frío
193.19; tras
193.55; la
193.93; revolucionaria
194.61; invención
195.07; del
195.31; francés
195.79; luis
196.13; alberto
196.63; tellier
197.63; en
198.01; 1883
199.39; don
199.85; eugenio
201.39; da
202.07; comienzo
202.75; a
202.89; la
203.07; faena
203.41; de
203.73; este
203.95; prometedor
204.47; rubro
205.13; fundando
205.83; con
206.21; don
206.35; luis
206.57; guillon
206.91; el
207.23; frigorífico
207.83; san
208.03; nicolas
208.33; de
208.45; los
208.65; arroyos
209.33; convirtiéndose
210.05; ambos
210.57; en
210.95; iniciadores
211.55; indiscutibles
212.41; de
212.55; la
212.71; industria
212.97; frigorífica
213.63; argentina
215.08; alrededor
215.68; del
215.90; año
216.10; 1878
217.42; guillon
218.16; ya
218.46; se
218.60; había
218.78; radicado
219.28; en
219.42; la
219.56; zona
219.84; de
220.02; los
220.38; montes
220.84; grandes
221.34; por
221.82; aquel
230.76; entonces
230.76; a
231.02; la
231.62; crianza
232.12; de
232.28; ovejas
233.26; entre
233.74; los
233.94; años
234.12; 1892
235.16; y
235.40; 1893
236.70; el
237.00; señor
237.22; luis
237.48; guillon
237.96; amplía
238.64; sus
238.84; propiedades
239.46; hasta
239.74; adquirir
240.16; la
240.34; casi
240.60; totalidad
241.42; de
241.58; lo
241.72; que
241.80; es
242.02; hoy
242.42; el
242.92; égido
243.20; urbano
243.82; de
244.06; monte
244.30; grande
244.72; a
245.40; esta
245.52; altura
245.74; del
246.00; tiempo
246.64; también
247.14; se
247.34; habían
247.52; establecido
248.30; en
248.72; la
249.06; referida
249.52; zona
249.92; los
250.36; señores
250.72; pedro
251.14; reta
251.66; herminio
252.26; constanzo
253.16; cayetano
253.78; ugarteche
254.60; miguel
255.06; garcía
255.42; fernández
256.24; juan
256.58; manuel
256.86; castrochávez
257.84; jorge
258.22; pasma
258.60; miles
259.20; pedro
259.62; arocena
260.36; juan
260.74; que
260.88; ideal
261.34; y
262.06; melitón
262.50; legarreta
263.28; entre
263.60; otros
264.04; con
264.86; este
265.08; grupo
265.38; alterna
265.90; amistosamente
266.60; y
266.72; con
266.88; gran
267.06; entusiasmo
267.62; nuestro
268.00; ilustre
268.52; vecino
269.22; critica
269.94; el
